product_code,dev_device_name,dev_device_class,dev_medical_specialty,dev_medical_specialty_description,dev_review_panel,dev_regulation_number,dev_definition,dev_implant_flag,dev_life_sustain_support_flag,dev_gmp_exempt_flag,dev_third_party_flag,dev_summary_malfunction_reporting,dev_submission_type_id,dev_unclassified_reason,dev_device_class_num,dev_implant_flag_bool,dev_life_sustain_support_flag_bool,dev_gmp_exempt_flag_bool,dev_third_party_flag_bool
HDK,"Scissors, Episiotomy",1,OB,Obstetrics/Gynecology,OB,884.4520,,N,N,N,N,Eligible,4,,1,False,False,False,False
OJZ,"Filler, Recombinant Human Bone Morphogenetic Protein, Collagen Scaffold, Osteoinduction - Hde",f,,Unknown,OR,,"Device type:  Filler, recombinant human bone morphogenetic protein, collagen scaffold, osteoinduction, revision spine surgery, autograft not available or feasible - replacement for autograft bone in patients where autograft is unavailable or not feasible to harvest.  Not feasible to harvest is intended to means presence of a condition where normal bone metabolism would be expected to prevent healing, e.G., smokers and diabetics.  Revision spine surgery to treat pseudarthrosis.",Y,N,N,N,Eligible,6,,,True,False,False,False
FXQ,"Lens, Camera, Surgical",1,SU,"General, Plastic Surgery",SU,878.4160,,N,N,N,N,Eligible,4,,1,False,False,False,False
EAS,"Gel, Electrode, For Pulp Tester",1,DE,Dental,DE,872.1730,,N,N,N,N,Eligible,4,,1,False,False,False,False
EXZ,"Equipment, Photographic, For Physiologic Function Monitor",1,GU,"Gastroenterology, Urology",GU,876.1500,,N,N,N,N,Eligible,4,,1,False,False,False,False
FJM,"Guard, Shunt",2,GU,"Gastroenterology, Urology",GU,876.5540,,N,N,N,N,Eligible,1,,2,False,False,False,False
CGI,"Radioimmunoassay, Estriol",1,CH,Clinical Chemistry,CH,862.1265,,N,N,N,N,Eligible,4,,1,False,False,False,False
DRA,"Catheter, Steerable",2,CV,Cardiovascular,CV,870.1280,,N,N,N,Y,Eligible,1,,2,False,False,False,True
EXJ,"Device, Incontinence, Urosheath Type, Sterile",1,GU,"Gastroenterology, Urology",GU,876.5250,,N,N,N,N,Eligible,4,,1,False,False,False,False
NNY,"Sheath, Corrugated Rubber, For Non-Indwelling Catheter, Non-Sterile",1,GU,"Gastroenterology, Urology",GU,876.5250,Urine collector and accessories; see product code EYT.,N,N,Y,N,Eligible,4,,1,False,False,True,False
PKD,Laceration Tray,1,SU,"General, Plastic Surgery",SU,878.4014,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,1,False,False,False,False
NRI,"Autoantibodies, Nuclear Pore Glycoprotein Gp210",2,IM,Immunology,IM,866.5090,"The device is used for the detection, in human serum or plasma, of autoantibodies to gp210 (nuclear pore glycoprotein gp210) as an aid in the diagnosis of primary biliary cirrhosis.",N,N,N,Y,Eligible,1,,2,False,False,False,True
RDG,"Veterinary, Microwave Medical Products",N,,Unknown,,,A machine that utilizes microwave radiation for veterinary treatments.,,,Y,,Ineligible,,,,,,True,
LTG,"Paste, Injectable For Vocal Cord Augmentation",3,,Unknown,DE,,,N,N,N,N,Eligible,2,,3,False,False,False,False
KIT,"Media And Components, Synthetic Cell And Tissue Culture",1,HE,Hematology,PA,864.2220,,N,N,N,N,Eligible,4,,1,False,False,False,False
JAC,"System, X-Ray, Film Marking, Radiographic",1,RA,Radiology,RA,892.1640,,N,N,N,N,Eligible,4,,1,False,False,False,False
JQQ,Dialyzer,1,CH,Clinical Chemistry,CH,862.2050,,N,N,Y,N,Eligible,4,,1,False,False,True,False
GAL,"Suture, Absorbable, Natural",2,SU,"General, Plastic Surgery",SU,878.4830,,Y,N,N,N,Eligible,1,,2,True,False,False,False
PFF,High Throughput Dna Sequence Analyzer,2,IM,Immunology,TX,862.2265,A high throughput sequencing technology performing targeted DNA sequencing of amplicons from a defined genetic region or a subset of genes in human genomic DNA from a clinical sample.,N,N,N,N,Eligible,4,,2,False,False,False,False
FES,"Recorder, External, Pressure, Amplifier & Transducer",2,GU,"Gastroenterology, Urology",GU,876.1725,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OCZ,"Endoscopic Grasping/Cutting Instrument, Non-Powered",2,GU,"Gastroenterology, Urology",GU,876.1500,"To manually grasp stones, tissues or other objects through an endoscope. To manipulate, sample or cut tissues through an endoscope.",N,N,N,Y,Eligible,1,,2,False,False,False,True
DDG,"Transferrin, Antigen, Antiserum, Control",2,IM,Immunology,IM,866.5880,,N,N,N,Y,Eligible,1,,2,False,False,False,True
DEC,"Inter-Alpha Trypsin Inhibitor, Fitc, Antigen, Antiserum, Control",1,IM,Immunology,IM,866.5890,,N,N,N,N,Eligible,4,,1,False,False,False,False
GQF,"Antiserum, Neutralization, Respiratory Syncytial Virus",1,MI,Microbiology,MI,866.3480,,N,N,N,N,Eligible,4,,1,False,False,False,False
KYE,Inserter/Remover Contact Lens,1,OP,Ophthalmic,OP,886.5420,,N,N,N,N,Eligible,4,,1,False,False,False,False
OJP,Orthopedic Computer Controlled Surgical System,2,NE,Neurology,OR,882.4560,Pre-operative planning and intra-operative execution of surgical movements with robotically controlled end effectors under user supervision.  Alternative to manual planning and broaching/reaming techniques for femoral canal preparation in primary total hip arthroplasty (THA).,N,N,N,N,Eligible,1,,2,False,False,False,False
JJO,Flame Emission Photometer For Clinical Use,1,CH,Clinical Chemistry,CH,862.2540,,N,N,N,N,Eligible,4,,1,False,False,False,False
JDX,"Instrument, Surgical, Sonic And Accessory/Attachment",2,OR,Orthopedic,OR,888.4580,,N,N,N,N,Eligible,4,,2,False,False,False,False
SCY,Sacroiliac Joint Guidewire Placement Device,2,OR,Orthopedic,OR,888.3040,A sacroiliac joint guidewire placement device is intended to be used to assist in locating the sacroiliac joint and placing a guidewire in the joint as part of sacroiliac joint fusion surgeries to place implants into the sacroiliac joint.,N,N,N,N,Ineligible,1,,2,False,False,False,False
IGB,"Solution, Formalin-Sodium Acetate",1,PA,Pathology,PA,864.4010,,N,N,Y,N,Eligible,4,,1,False,False,True,False
OGC,Continuous Brachial Plexus Block Tray,2,AN,Anesthesiology,AN,868.5150,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
FAR,"Unit, Electrosurgical",2,GU,"Gastroenterology, Urology",GU,876.4300,,N,N,N,N,Eligible,1,,2,False,False,False,False
JGK,"Ferric Chloride, Phenylketones (Urinary, Non-Quant.)",1,CH,Clinical Chemistry,CH,862.1560,,N,N,N,N,Eligible,4,,1,False,False,False,False
PYI,Thoracic Catheter Insertion Tray,1,SU,"General, Plastic Surgery",SU,878.4200,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Ineligible,7,,1,False,False,False,False
NAO,"Test, Carbohydrate Deficient Transferrin",1,CH,Clinical Chemistry,CH,862.1360,,N,N,N,N,Eligible,4,,1,False,False,False,False
QKT,Clozapine Test System,2,CH,Clinical Chemistry,TX,862.3245,A clozapine test system is intended for the in vitro quantitative measurement of clozapine in human specimens.,N,N,N,N,Ineligible,1,,2,False,False,False,False
RIN,Laser Illuminated Lighting Instrument,N,,Unknown,,,A  laser illuminated spotlight used for entertainment lighting effects.,,,Y,,Ineligible,,,,,,True,
NKU,"Injector And Syringe, Angiographic, Balloon Inflation, Reprocessed",2,CV,Cardiovascular,CV,870.1650,,N,N,N,Y,Eligible,1,,2,False,False,False,True
PNJ,Leadless Pacemaker,3,CV,Cardiovascular,CV,870.3610,To treat bradycardia (slow heartbeats) with right atrial and/or right ventricular pacing therapy as necessary.,Y,Y,N,N,Ineligible,2,,3,True,True,False,False
GLY,Oximeter To Measure Hemoglobin,2,HE,Hematology,HE,864.7500,,N,N,N,Y,Eligible,1,,2,False,False,False,True
KSW,"System, Processing For Frozen Blood",2,HE,Hematology,HE,864.9145,,N,N,N,N,Eligible,1,,2,False,False,False,False
MCD,"Antigen, Ebv, Capsid",1,MI,Microbiology,MI,866.3235,,N,N,N,Y,Eligible,1,,1,False,False,False,True
HII,"Stimulator, Vaginal, Muscle, Powered, For Therapeutic Use",3,OB,Obstetrics/Gynecology,OB,884.5940,Call for PMAs to be filed by 7/12/2000 per 65 FR 19834 on 4/13/00,N,N,N,N,Ineligible,2,,3,False,False,False,False
NCB,"Weights, Eyelid, Implantable",2,OP,Ophthalmic,OP,886.5700,Gravity assisted treatment of lagophthalmos (incomplete eyelid closure),Y,N,N,N,Eligible,1,,2,True,False,False,False
NCO,"Implant, Cartilage, For Articular Cartilage Repair",3,,Unknown,OR,,,Y,N,N,N,Eligible,3,,3,True,False,False,False
QVU,High Throughput Dna Sequencing For Hereditary Cancer Predisposition Assessment Test System.,2,PA,Pathology,PA,866.6095,"A high throughput DNA sequencing for hereditary cancer predisposition assessment test system is a qualitative in vitro diagnostic (IVD) system intended for analysis of human DNA extracted from human specimens to detect germline mutations in a panel of targeted cancer related genes. It is intended to aid in hereditary cancer predisposition assessment by qualified health care professionals in accordance with professional guidelines. The device is not intended for screening, prenatal testing or as a stand-alone diagnostic test. The device is for prescription use only.",N,N,N,N,Ineligible,1,,2,False,False,False,False
QKD,"Massager, Therapeutic, To Internally Massage Trigger Points In The Pelvic Floor Musculature, Prescription Use",2,PM,Physical Medicine,PM,890.5670,"A prescription device to massage irritable, sore trigger points in the pelvic floor musculature to reduce internal pelvic floor trigger point sensitivity.",N,N,N,N,Ineligible,4,,2,False,False,False,False
RCY,Medical Waste/Sterilizer,N,,Unknown,,,A machine that utilizes microwave radiation for treating or sterilizing medical waste.,,,Y,,Ineligible,,,,,,True,
NVK,"Laser, Dental, Soft Tissue",2,SU,"General, Plastic Surgery",DE,878.4810,"Intended for the incision,  excision, cutting, ablation, and vaporization of soft tissue in oral and maxillofacial surgery and  dentistry.",N,N,N,Y,Eligible,1,,2,False,False,False,True
KBE,"Snare, Nasal",1,EN,"Ear, Nose, Throat",EN,874.4420,,N,N,N,N,Eligible,4,,1,False,False,False,False
HBS,"Instrument, Clip Forming/Cutting",1,NE,Neurology,NE,882.4190,,N,N,N,N,Eligible,4,,1,False,False,False,False
DMK,"Lead, Protoporphyrin, Fluorometric",2,TX,Clinical Toxicology,TX,862.3550,,N,N,N,N,Eligible,1,,2,False,False,False,False
RIK,"Television Or Monitor, Non-Crt, Non-Medical, Video Display",N,,Unknown,,,"An electronic product designed to receive and display television or video signals from broadcast, cable, video player or recorder, computer, or other source.  This may be a receiver or monitor or similar.  This does not use a cathode ray tube (CRT) to display the image.  This would include LED, OLED,  LCD, Plasma technology televisions/monitors.",,,Y,,Ineligible,,,,,,True,
PQE,Ostomy Care Kit,1,GU,"Gastroenterology, Urology",GU,876.5900,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Ineligible,7,,1,False,False,False,False
ICZ,Ammoniacal Silver Hydroxide Silver Nitrate,1,HE,Hematology,PA,864.1850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
PCK,Pediatric Ventricular Assist Device,f,CV,Cardiovascular,CV,870.3545,A ventricular assist device (VAD) assists the left or right ventricle in maintaining circulatory blood flow. The device is either totally or partially implanted in the body.,Y,Y,N,N,Ineligible,6,,,True,True,False,False
IQZ,"Hand, External Limb Component, Powered",1,PM,Physical Medicine,PM,890.3420,,N,N,Y,N,Eligible,4,,1,False,False,True,False
MSK,Immunoassay For Blood Tacrolimus,N,,Unknown,TX,,,N,Y,N,N,Eligible,3,4,,False,True,False,False
RFM,Laser-Based Material Positioning System,N,,Unknown,,,A laser used in precision positioning of materials in manufacturing in an industrial or commercial environment.,,,Y,,Ineligible,,,,,,True,
QNR,"Blood Pump For Ecmo, Long-Term (> 6 Hours) Use",2,CV,Cardiovascular,CV,870.4100,A blood pump for long-term circulatory support is a device intended for use as part of an extracorporeal circuit intended to provide assisted extracorporeal circulation and physiologic gas exchange of the patient's blood in patients with acute respiratory failure or acute cardiopulmonary failure where other available treatment options have failed and continued clinical deterioration is expected or the risk of death is imminent.,N,Y,N,N,Ineligible,1,,2,False,True,False,False
ELM,"Denture, Plastic, Teeth",2,DE,Dental,DE,872.3590,,N,N,N,N,Eligible,4,,2,False,False,False,False
OSL,"Control, Fecal Occult Blood",2,HE,Hematology,HE,864.6550,Fecal occult blood controls (Negative and positive) are used to verify the performance of the fecal occult blood test devices.,N,N,N,N,Eligible,4,,2,False,False,False,False
FRC,"Indicator, Biological Sterilization Process",2,HO,General Hospital,HO,880.2800,,N,N,N,Y,Eligible,1,,2,False,False,False,True
PPU,Microbial Colony Image Assessment System,2,MI,Microbiology,MI,866.2190,"A microbial colony image assessment system is an instrument that is intended to assess the presence or absence of microbial colonies on solid microbiological culture medium, and to interpret their number, phenotypic and morphologic characteristics. This device type provides a semi-quantitative assessment of colony counts that are used as an aid in the diagnosis of urinary tract infection. All urine culture plates that are identified as positive for growth by the APAS Compact, when using its urine analysis module, must be reviewed by a trained microbiologist.",N,N,N,Y,Eligible,1,,2,False,False,False,True
LYQ,"Accessories, Fixation, Spinal Intervertebral Body",1,OR,Orthopedic,OR,888.4540,,N,N,N,N,Eligible,4,,1,False,False,False,False
FTX,"Mirror, General & Plastic Surgery",1,SU,"General, Plastic Surgery",SU,878.4800,,N,N,N,N,Eligible,4,,1,False,False,False,False
IMX,"Board, Lap, Wheelchair",1,PM,Physical Medicine,PM,890.3910,,N,N,Y,N,Eligible,4,,1,False,False,True,False
ITG,"Bandage, Cast",1,PM,Physical Medicine,PM,890.3025,,N,N,Y,N,Eligible,4,,1,False,False,True,False
GEI,"Electrosurgical, Cutting & Coagulation & Accessories",2,SU,"General, Plastic Surgery",SU,878.4400,"Validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission if the device is reusable and has specific design features (please refer to Table 2 of 82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",N,N,N,Y,Ineligible,1,,2,False,False,False,True
NGA,"Test, Follicle Stimulating Hormone (Fsh), Over The Counter",1,CH,Clinical Chemistry,TX,862.1300,,N,N,N,N,Eligible,4,,1,False,False,False,False
NRP,Sirolimus Test System,2,TX,Clinical Toxicology,TX,862.3840,Sirolimus test systems are intended for the quantitative measurement of sirolimus in whole blood as an aid in management of transplant patients taking this sirolimus.,N,N,N,Y,Eligible,1,,2,False,False,False,True
