sponsor_norm,gvkey,map_source,map_score,compustat_conm,compustat_tic,cik,permno
seagen a wholly owned subsidiary of pfizer,141460,resolved,100.0,SEAGEN INC,SGEN,0001060736,88949
scholar rock,033445,resolved,100.0,SCHOLAR ROCK HOLDNG CRP,SRRK,0001727196,17821
seelos therapeutics,034709,resolved,100.0,SEELOS THERAPEUTICS INC,SEELQ,0001017491,88177
seres therapeutics,024177,resolved,100.0,SERES THERAPEUTICS INC,MCRB,0001609809,15431
sierra oncology a gsk,025129,resolved,100.0,SIERRA ONCOLOGY,SRRA,0001290149,15507
sinovac biotech,150257,resolved,100.0,SINOVAC BIOTECH LTD,SVA,0001084201,90517
soleno therapeutics,020898,resolved,100.0,SOLENO THERAPEUTICS INC,SLNO,0001484565,15058
soligenix,013484,resolved,100.0,SOLIGENIX INC,SNGX,0000812796,16533
sellas life sciences,032901,resolved,100.0,SELLAS LIFE SCIENCES GROUP I,SLS,0001390478,92594
jazz pharmaceuticals,177287,resolved,100.0,JAZZ PHARMACEUTICALS PLC,JAZZ,0001232524,92096
human genome sciences,029312,resolved,100.0,HUMAN GENOME SCIENCES INC,HGSI,0000901219,79977
iveric bio,018572,resolved,100.0,IVERIC BIO INC,ISEE,0001410939,14167
aurinia pharmaceuticals,117829,resolved,100.0,AURINIA PHARMACEUTICALS INC,AUPH,0001600620,14924
aura biosciences,039872,resolved,100.0,AURA BIOSCIENCES INC,AURA,0001501796,22184
atyr pharma,023627,resolved,100.0,ATYR PHARMA INC,ATYR,0001339970,15378
atricure,163889,resolved,100.0,ATRICURE INC,ATRC,0001323885,90856
atossa therapeutics,185659,resolved,100.0,ATOSSA THERAPEUTICS INC,ATOS,0001488039,13693
atea pharmaceuticals,037292,resolved,100.0,ATEA PHARMACEUTICALS INC,AVIR,0001593899,19939
atara biotherapeutics,021012,resolved,100.0,ATARA BIOTHERAPEUTICS INC,ATRA,0001604464,14991
astria therapeutics,023980,resolved,100.0,ASTRIA THERAPEUTICS INC,ATXS,0001454789,15416
astrazeneca,028272,resolved,100.0,ASTRAZENECA PLC,AZN,0000901832,79363
ascendis pharma endocrinology division a s,022604,resolved,90.9090909090909,ASCENDIS PHARMA AS,ASND,0001612042,15171
ascendis pharma a s,022604,resolved,97.29729729729728,ASCENDIS PHARMA AS,ASND,0001612042,15171
aryx therapeutics,178799,resolved,100.0,ARYX THERAPEUTICS INC,ARYX,0001410064,92430
arsanis,032607,resolved,100.0,ARSANIS INC,ASNS.1,,17105
ars pharmaceuticals,037495,resolved,100.0,ARS PHARMACEUTICALS INC,SPRY,0001671858,20318
auspex pharmaceuticals,019418,resolved,100.0,AUSPEX PHARMACEUTICALS INC,ASPX,0001454189,14448
arrowhead pharmaceuticals,028806,resolved,100.0,ARROWHEAD PHARMACEUTICAL INC,ARWR,0000879407,80069
argos therapeutics,187720,resolved,100.0,ARGOS THERAPEUTICS INC,ARGSQ,0001105533,14447
argenx,318005,resolved,100.0,ARGENX SE,ARGX,0001697862,16699
arena pharmaceuticals,138122,resolved,100.0,ARENA PHARMACEUTICALS INC,ARNA,0001080709,88421
ardelyx,020645,resolved,100.0,ARDELYX INC,ARDX,0001437402,14690
ardea biosciences,133328,resolved,100.0,ARDEA BIOSCIENCES INC,RDEA,0001103390,87777
arcutis biotherapeutics,036028,resolved,100.0,ARCUTIS BIOTHERAPEUTICS INC,ARQT,0001787306,19184
arbutus biopharma,062475,resolved,100.0,ARBUTUS BIOPHARMA CORP,ABUS,0001447028,12411
aradigm,063081,resolved,100.0,ARADIGM CORP,ARDMQ,0001013238,83622
aptinyx,033643,resolved,100.0,APTINYX INC,APTX,0001674365,17868
aprea therapeutics,035648,resolved,100.0,APREA THERAPEUTICS INC,APRE,0001781983,18997
applied therapeutics,035091,resolved,100.0,APPLIED THERAPEUTICS INC,APLT,0001697532,18644
apogee therapeutics,043091,resolved,100.0,APOGEE THERAPEUTICS INC,APGE,0001974640,24064
apexigen america,036869,resolved,100.0,APEXIGEN INC,APGN,0001814140,20574
apellis pharmaceuticals,026359,resolved,100.0,APELLIS PHARMACEUTICALS,APLS,0001492422,17104
ariad pharmaceuticals,030674,resolved,100.0,ARIAD PHARMACEUTICALS INC,ARIA,0000884731,80918
avadel,063005,resolved,100.0,AVADEL PHARMACEUTICALS PLC,AVDL,0001012477,25042
avanir pharmaceuticals,021776,resolved,100.0,AVANIR PHARMACEUTICALS INC,AVNR,0000858803,76383
avenue therapeutics,031848,resolved,100.0,AVENUE THERAPEUTICS INC,ATXI,0001644963,16778
calliditas therapeutics suisse,327564,resolved,93.87755102040816,CALLIDITAS THERAPE,CALT,0001795579,19467
calithera biosciences,021627,resolved,100.0,CALITHERA BIOSCIENCES INC,CALA,0001496671,14995
calcimedica,037062,resolved,100.0,CALCIMEDICA INC,CALC,0001534133,19833
cadence pharmaceuticals,175483,resolved,100.0,CADENCE PHARMACEUTICALS INC,CADX,0001333248,91495
brainsway,290977,resolved,100.0,BRAINSWAY LTD,BWAY,0001505065,18547
blueprint medicines,023407,resolved,100.0,BLUEPRINT MEDICINES CORP,BPMC,0001597264,15284
bioxcel therapeutics,032941,resolved,100.0,BIOXCEL THERAPEUTICS INC,BTAI,0001720893,17349
biovie,019549,resolved,100.0,BIOVIE INC,BIVI,0001580149,19814
bioverativ therapeutics,029819,resolved,100.0,BIOVERATIV INC,BIVV,0001681689,16544
bioverativ a sanofi,029819,resolved,100.0,BIOVERATIV INC,BIVV,0001681689,16544
biosante pharmaceuticals,105574,resolved,100.0,BIOSANTE PHARMACEUTICALS-OLD,BPAX.1,,89875
biopharmx,019722,resolved,100.0,BIOPHARMX CORP,BPMX,,15443
biontech se,035653,resolved,100.0,BIONTECH SE,BNTX,0001776985,19001
biomarin pharmaceutical,122257,resolved,100.0,BIOMARIN PHARMACEUTICAL INC,BMRN,0001048477,87056
biolinerx,282715,resolved,100.0,BIOLINERX LTD,BLRX,0001498403,12912
aveo pharmaceuticals,184046,resolved,100.0,AVEO PHARMACEUTICALS INC,AVEO,0001325879,93301
axsome therapeutics,026349,resolved,100.0,AXSOME THERAPEUTICS INC,AXSM,0001579428,15831
ayala pharmaceuticals,036302,resolved,100.0,AYALA PHARMACEUTIC INC,ADXS,0001100397,19392
baudax bio,035796,resolved,100.0,BAUDAX BIO INC,BXRXQ,0001780097,19034
beijing biostar pharmaceuticals,181794,resolved,100.0,BIOSTAR PHARMACEUTICALS INC,BSPM,0001418133,93344
belite bio,034025,resolved,100.0,BELITE BIO INC -ADR,BLTE,0001889109,23010
anthera pharmaceuticals,183879,resolved,100.0,ANTHERA PHARMACEUTCLS INC,ANTH,0001316175,93300
beyondspring pharmaceuticals,029207,resolved,100.0,BEYONDSPRING INC,BYSI,0001677940,16626
biocardia,024598,resolved,100.0,BIOCARDIA INC,BCDA,0000925741,18894
biocryst pharmaceuticals,029837,resolved,100.0,BIOCRYST PHARMACEUTICALS INC,BCRX,0000882796,80306
biodel,177112,resolved,100.0,BIODEL INC,BIOD,,92032
biofrontera bioscience,039342,resolved,100.0,BIOFRONTERA INC,BFRI,0001858685,22186
beyond air,033467,resolved,100.0,BEYOND AIR INC,XAIR,0001641631,18643
antares pharma,063700,resolved,100.0,ANTARES PHARMA INC,ATRS,0001016169,88905
annovis bio,035416,resolved,100.0,ANNOVIS BIO INC,ANVS,0001477845,19149
annexon,036768,resolved,100.0,ANNEXON INC,ANNX,0001528115,19544
akari therapeutics,026204,resolved,100.0,AKARI THERAPEUTICS PLC -ADR,AKTX,0001541157,14424
aimmune therapeutics,025077,resolved,100.0,AIMMUNE THERAPEUTICS INC,AIMT,0001631650,15630
agios pharmaceuticals,018159,resolved,100.0,AGIOS PHARMACEUTICALS,AGIO,0001439222,14044
agile therapeutics,020010,resolved,100.0,AGILE THERAPEUTICS INC,AGRX,0001261249,14645
aerie pharmaceuticals,018749,resolved,100.0,AERIE PHARMACEUTICALS INC,AERI,0001337553,14238
aeon biopharma,037857,resolved,100.0,AEON BIOPHARMA INC,AEON,0001837607,21086
adma biologics,017653,resolved,100.0,ADMA BIOLOGICS INC,ADMA,0001368514,15056
adlai nortye biopharma,043382,resolved,100.0,ADLAI NORTYE LTD,ANL,0001944552,24251
adial pharmaceuticals,032395,resolved,100.0,ADIAL PHARMACEUTICALS,ADIL,0001513525,17951
adc therapeutics s a,035649,resolved,100.0,ADC THERAPEUTICS SA,ADCT,0001771910,19391
adaptimmune,023574,resolved,100.0,ADAPTIMMUNE THERAPEUTICS,ADAP,0001621227,15361
adamas pharmaceuticals,020042,resolved,100.0,ADAMAS PHARMACEUTICALS INC,ADMS,0001328143,14589
acusphere,145160,resolved,100.0,ACUSPHERE INC,ACUS,0001115143,89859
acurx pharmaceuticals,038910,resolved,100.0,ACURX PHARMA INC,ACXP,0001736243,21512
acura pharmaceuticals,011929,resolved,100.0,ACURA PHARMACEUTICALS INC,ACUR,0000786947,10116
actuate therapeutics,045390,resolved,100.0,ACTUATE THERAPEUTICS INC,ACTU,0001652935,25392
89bio,035776,resolved,100.0,89BIO INC,ETNB,0001785173,19070
abbott,001078,resolved,100.0,ABBOTT LABORATORIES,ABT,0000001800,20482
abbvie,016101,resolved,100.0,ABBVIE INC,ABBV,0001551152,13721
abbvie prior sponsor abbott,016101,resolved,100.0,ABBVIE INC,ABBV,0001551152,13721
abiomed,013619,resolved,100.0,ABIOMED INC,ABMD,0000815094,75107
ablynx a sanofi,287218,resolved,100.0,,,,
akcea therapeutics,032046,resolved,100.0,AKCEA THERAPEUTICS INC,AKCA,0001662524,16814
acadia pharmaceuticals,141846,resolved,100.0,ACADIA PHARMACEUTICALS INC,ACAD,0001070494,90177
achaogen,019718,resolved,100.0,ACHAOGEN INC,AKAOQ,0001301501,14530
achieve life sciences,032271,resolved,100.0,ACHIEVE LIFE SCIENCES INC,ACHV,0000949858,82526
achilles therapeutics uk,038516,resolved,100.0,ACHILLES THERAPEUTI PLC -ADR,ACHL,0001830749,20761
aclaris therapeutics,025904,resolved,100.0,ACLARIS THERAPEUTICS INC,ACRS,0001557746,15775
acorda therapeutics,156617,resolved,100.0,ACORDA THERAPEUTICS INC,ACORQ,0001008848,91086
actinium pharmaceuticals,016947,resolved,100.0,ACTINIUM PHARMACEUTICALS INC,ATNM,0001388320,14497
acelyrin,042892,resolved,100.0,ACELYRIN INC,SLRN,0001962918,23874
can fite biopharma,291881,resolved,100.0,CAN FITE BIOPHARMA LTD,CANF,0001536196,14272
akebia therapeutics,019859,resolved,100.0,AKEBIA THERAPEUTICS INC,AKBA,0001517022,14531
albireo,029018,resolved,100.0,ALBIREO PHARMA INC,ALBO,0001322505,92032
anika therapeutics,028209,resolved,100.0,ANIKA THERAPEUTICS INC,ANIK,0000898437,79150
angiotech pharmaceuticals,066060,resolved,100.0,ANGIOTECH PHARMACEUTICALS,ANPM,0001096481,87584
angiodynamics,264387,resolved,100.0,ANGIODYNAMICS INC,ANGO,0001275187,90179
anesiva,162403,resolved,100.0,ANESIVA INC,ANSVQ,0001131517,90025
anebulo pharmaceuticals,038706,resolved,100.0,ANEBULO PHARMA INC,ANEB,0001815974,21269
anavex life sciences,166447,resolved,100.0,ANAVEX LIFE SCIENCES CORP,AVXL,0001314052,15776
an2 therapeutics,040833,resolved,100.0,AN2 THERAPEUTICS INC,ANTX,0001880438,22886
amylyx pharmaceuticals,040470,resolved,100.0,AMYLYX PHARMACEUTICALS INC,AMLX,0001658551,22626
amryt pharma,333960,resolved,100.0,,,,
ampio pharmaceuticals,184465,resolved,100.0,AMPIO PHARMACEUTICALS INC,AMPE,0001411906,12789
amicus therapeutics,175008,resolved,100.0,AMICUS THERAPEUTICS INC,FOLD,0001178879,92040
amgen,001602,resolved,100.0,AMGEN INC,AMGN,0000318154,14008
amag pharmaceuticals,012250,resolved,100.0,AMAG PHARMACEUTICALS INC,AMAG,0000792977,10363
alx oncology,036704,resolved,100.0,ALX ONCOLOGY HOLDI INC,ALXO,0001810182,19542
alvotech swiss,037351,resolved,100.0,ALVOTECH,ALVO,0001898416,23172
alumis,045447,resolved,100.0,ALUMIS INC,ALMS,0001847367,25205
altimmune,031249,resolved,100.0,ALTIMMUNE INC,ALT,0001326190,90926
alcobra,017071,resolved,100.0,ALCOBRA LTD,ADHD,,13918
alcon research,035056,resolved,100.0,ALCON INC,ALC,0001167379,18481
alder biopharmaceuticals,020033,resolved,100.0,ALDER BIOPHARMACEUTICALS INC,ALDR,0001423824,14646
aldeyra therapeutics,020018,resolved,100.0,ALDEYRA THERAPEUTICS INC,ALDX,0001341235,14647
alector,034616,resolved,100.0,ALECTOR INC,ALEC,0001653087,18376
alexion pharmaceuticals,062263,resolved,100.0,ALEXION PHARMACEUTICALS INC,ALXN,0000899866,83111
akero therapeutics,035267,resolved,100.0,AKERO THERAPEUTICS INC,AKRO,0001744659,18772
alexza pharmaceuticals,166414,resolved,100.0,ALEXZA PHARMACTCLS INC,ALXA,0001344413,91154
alimera sciences,180363,resolved,100.0,ALIMERA SCIENCES INC,ALIM,0001267602,93339
alkermes,024302,resolved,100.0,ALKERMES PLC,ALKS,0001520262,76736
allakos,033721,resolved,100.0,ALLAKOS INC,ALLK,0001564824,17948
allena pharmaceuticals,032529,resolved,100.0,ALLENA PHARMACEUTICALS,ALNAQ,0001624658,17042
alnylam pharmaceuticals,264265,resolved,100.0,ALNYLAM PHARMACEUTICALS INC,ALNY,0001178670,90178
alfred e tiefenbacher and kg,011361,resolved,100.0,AG&E HOLDINGS INC,AGNUQ,0000105608,63829
javelin pharmaceuticals,143892,resolved,100.0,JAVELIN PHARMACEUTICALS INC,JAV,0000050710,91382
capricor,019205,resolved,100.0,CAPRICOR THERAPEUTICS INC,CAPR,0001133869,92686
cardiol therapeutics,034570,resolved,100.0,CARDIOL THERAPEUTICS INC,CRDL,0001702123,21836
grace therapeutics,186834,resolved,100.0,,,,
global blood therapeutics,025349,resolved,100.0,GLOBAL BLOOD THERAPEUTICS,GBT,0001629137,15638
glaukos,023990,resolved,100.0,GLAUKOS CORP,GKOS,0001192448,15454
gilead sciences,024856,resolved,100.0,GILEAD SCIENCES INC,GILD,0000882095,77274
gh research ireland,038957,resolved,100.0,GH RESEARCH PLC,GHRS,0001855129,21542
geron,063405,resolved,100.0,GERON CORP,GERN,0000886744,83756
genvec,111965,resolved,100.0,GENVEC INC,GNVC,0000934473,88836
genta,024781,resolved,100.0,GENTA INC,GNTAQ,0000880643,77180
genocea biosciences,019425,resolved,100.0,GENOCEA BIOSCIENCES INC,GNCAQ,0001457612,14458
genmab,245207,resolved,100.0,GENMAB AS,GMAB,0001434265,18839
gan and lee pharmaceuticals usa,316747,resolved,100.0,GAN LTD,GAN,0001799332,19398
gamida cell,034287,resolved,100.0,GAMIDA CELL LTD,GMDAQ,0001600847,18197
gtx,156857,resolved,100.0,GTX INC,GTXI,,90031
galera therapeutics,035768,resolved,100.0,GALERA THERAPEUTICS INC,GRTX,0001563577,19072
galectin therapeutics,150221,resolved,100.0,GALECTIN THERAPEUTICS INC,GALT,0001133416,13324
galapagos,272872,resolved,100.0,GALAPAGOS NV,GLPG,0001421876,15373
g1 therapeutics,031294,resolved,100.0,G1 THERAPEUTICS INC,GTHX,0001560241,16705
furiex pharmaceuticals,184961,resolved,100.0,FURIEX PHARMACEUTICALS INC,FURX,0001484478,93392
fulcrum therapeutics,035376,resolved,100.0,FULCRUM THERAPEUTICS INC,FULC,0001680581,18838
forte biosciences,036609,resolved,100.0,FORTE BIOSCIENCES INC,FBRX,0001419041,16681
forest laboratories,004843,resolved,100.0,FOREST LABORATORIES  -CL A,FRX.1,0000038074,45241
five prime therapeutics,018430,resolved,100.0,FIVE PRIME THERAPEUTICS INC,FPRX,0001175505,14161
eyepoint pharmaceuticals,253527,resolved,100.0,EYEPOINT PHARMACEUTICALS INC,EYPT,0001314102,90542
exelixis,133885,resolved,100.0,EXELIXIS INC,EXEL,0000939767,88159
evolus,032919,resolved,100.0,EVOLUS INC,EOLS,0001570562,17317
evoke pharma,018173,resolved,100.0,EVOKE PHARMA INC,EVOK,0001403708,14158
evofem,032961,resolved,100.0,EVOFEM BIOSCIENCES INC,EVFM,0001618835,15075
galena biopharma,179605,resolved,100.0,GALENA BIOPHARMA INC,GALE.1,,92594
gw pharmaceuticals,247881,resolved,100.0,GW PHARMACEUTICALS LIMITED,GWPH,0001351288,13926
halozyme therapeutics,151630,resolved,100.0,HALOZYME THERAPEUTICS INC,HALO,0001159036,90436
hepion pharmaceuticals,019761,resolved,100.0,HEPION PHARMACEUTICALS INC,HEPA,0001583771,15219
ironwood pharmaceuticals,184256,resolved,100.0,IRONWOOD PHARMACEUTICALS INC,IRWD,0001446847,93264
iovance biotherapeutics,180057,resolved,100.0,IOVANCE BIOTHERAPEUTICS INC,IOVA,0001425205,15222
ionis pharmaceuticals,024040,resolved,100.0,IONIS PHARMACEUTICALS INC,IONS,0000874015,76661
invivyd,039266,resolved,100.0,INVIVYD INC,IVVD,0001832038,21790
inventiva pharma,323476,resolved,100.0,INVENTIVA SA,IVA,0001756594,19563
intra cellular therapies,019412,resolved,100.0,INTRA-CELLULAR THERAPIES INC,ITCI,0001567514,14432
intersect ent,021006,resolved,100.0,INTERSECT ENT INC,XENT,0001271214,14836
intermune,133246,resolved,100.0,INTERMUNE INC,ITMN,0001087432,87785
intercept pharmaceuticals,014320,resolved,100.0,INTERCEPT PHARMA INC,ICPT,0001270073,13643
inspiremd,186953,resolved,100.0,INSPIREMD INC,NSPR,0001433607,13844
insmed,136186,resolved,100.0,INSMED INC,INSM,0001104506,88351
inozyme pharma,036769,resolved,100.0,INOZYME PHARMA INC,INZY,0001693011,19559
inovio pharmaceuticals,066697,resolved,100.0,INOVIO PHARMACEUTICALS INC,INO,0001055726,86444
inotek pharmaceuticals,022129,resolved,100.0,INOTEK PHARMACEUTICALS CORP,ITEK,,15221
innocoll,020951,resolved,100.0,INNOCOLL HOLDINGS PLC,INNL,0001660484,14806
innate pharma,281420,resolved,100.0,INNATE PHARMA SA,IPHA,0001598599,19014
indivior,022410,resolved,100.0,INDIVIOR PLC,INDV,0001625297,24016
heron therapeutics,013786,resolved,100.0,HERON THERAPEUTICS INC,HRTX,0000818033,11636
hillevax,041118,resolved,100.0,HILLEVAX INC,HLVX,0001888012,23032
histogenics,022229,resolved,100.0,HISTOGENICS CORP,HSGX,,15132
humacyte,039525,resolved,100.0,HUMACYTE INC,HUMA,0001818382,20137
zymogenetics,145228,resolved,100.0,ZYMOGENETICS INC,ZGEN.2,0001129425,89313
hutchmed,278153,resolved,100.0,HUTCHMED (CHINA) LTD,HCM,0001648257,15969
evelo biosciences,033444,resolved,100.0,EVELO BIOSCIENCES INC,EVLO,0001694665,17811
icosavax,039358,resolved,100.0,ICOSAVAX INC,ICVX,0001786255,21729
immunitybio,347007,resolved,100.0,IMMUNITYBIO INC,IBRX,0001326110,15533
immunocore,037812,resolved,100.0,IMMUNOCORE HOLDINGS PLC,IMCR,0001671927,20604
immuron,247374,resolved,100.0,IMMURON LTD,IMRN,0001660046,16787
immutep s a s,253523,resolved,100.0,IMMUTEP LTD,IMMP,0001506184,13376
impax laboratories,061745,resolved,100.0,IMPAX LABORATORIES INC,IPXL,0001003642,82702
incyte,029127,resolved,100.0,INCYTE CORP,INCY,0000879169,79906
ideaya biosciences,035136,resolved,100.0,IDEAYA BIOSCIENCES INC,IDYA,0001676725,18656
evaxion biotech a s,037773,resolved,100.0,EVAXION A/S  -ADR,EVAX,0001828253,20593
eupraxia pharmaceuticals,038275,resolved,100.0,EUPRAXIA PHARMACEUTICALS INC,EPRX,0001581178,25020
esperion therapeutics,018162,resolved,100.0,ESPERION THERAPEUTICS INC,ESPR,0001434868,13954
cormedix,183945,resolved,100.0,CORMEDIX INC,CRMD,0001410098,93371
corcept therapeutics,146616,resolved,100.0,CORCEPT THERAPEUTICS INC,CORT,0001088856,90125
contrafect,021223,resolved,100.0,CONTRAFECT CORP,CFRXQ,0001478069,14927
connect biopharm,038422,resolved,96.96969696969695,CONNECT BIO HLD LTD - ADS,CNTB,0001835268,20776
concert pharmaceuticals,019534,resolved,100.0,CONCERT PHARMACEUTICLS INC,CNCE,0001367920,14451
conatus pharmaceuticals,018161,resolved,100.0,CONATUS PHARMACEUTICALS INC,CNAT,,14046
compass pathways,036975,resolved,100.0,COMPASS PATHWAYS PLC,CMPS,0001816590,19821
collagenex pharmaceuticals,063084,resolved,100.0,COLLAGENEX PHARMACEUTCLS INC,CGPI.,0001012270,83638
cognition therapeutics,039290,resolved,100.0,COGNITION THERAPEUTICS INC,CGTX,0001455365,22194
cogent biosciences,036949,resolved,100.0,COGENT BIOSCIENCES INC,COGT,0001622229,17372
clene nanomedicine,037633,resolved,100.0,CLENE INC,CLNN,0001822791,20285
clementia pharmaceuticals,032130,resolved,100.0,CLEMENTIA PHARMACEUTICALS,CMTA,0001647320,16879
clearside biomedical,026798,resolved,100.0,CLEARSIDE BIOMEDICAL INC,CLSD,0001539029,16090
clarus therapeutics,185372,resolved,100.0,CLARUS CORP,CLAR,0000913277,86092
cidara therapeutics,023358,resolved,100.0,CIDARA THERAPEUTICS INC,CDTX,0001610618,15286
chiasma,024523,resolved,100.0,CHIASMA INC,CHMA,0001339469,15497
chemgenex pharmaceuticals,024635,resolved,100.0,CHEMGENEX PHARMACEUTICALS,CXSPY,0001175965,90723
cartesian therapeutics,027354,resolved,100.0,CARTESIAN THERAPEUTICS INC,RNAC,0001453687,16108
cassava sciences,137642,resolved,100.0,CASSAVA SCIENCES INC,SAVA,0001069530,88462
catalyst pharmaceuticals,175966,resolved,97.87234042553192,CATALYST PHARMACEUTICALS INC,CPRX,0001369568,91606
cel sci,012711,resolved,100.0,CEL-SCI CORP,CVM,0000725363,44813
celgene,013599,resolved,100.0,CELGENE CORP,CELG,0000816284,11552
cell genesys,027747,resolved,100.0,CELL GENESYS INC,CEGE,0000865231,78815
cpex pharmaceuticals,180231,resolved,100.0,CPEX PHARMACEUTICALS INC,CPEX,0001418919,92717
celularity,039277,resolved,100.0,CELULARITY INC,CELU,0001752828,18840
cephalon,023945,resolved,100.0,CEPHALON INC,CEPH,0000873364,76625
cg oncology,043858,resolved,100.0,CG ONCOLOGY INC,CGON,0001991792,24685
chase pharmaceuticals an affiliate of allergan,003203,resolved,100.0,CHASE CORP,CCF,0000830524,82542
checkpoint therapeutics,029013,resolved,100.0,CHECKPOINT THERAPEUTICS INC,CKPT,0001651407,16781
chelsea therapeutics,153793,resolved,100.0,CHELSEA THERAPEUTICS INTL,CHTP,0001333763,91270
centessa pharmaceuticals uk,038805,resolved,100.0,CENTESSA PHARMACEUTICALS PLC,CNTA,0001847903,21278
capstone therapeutics,027765,resolved,100.0,CAPSTONE THERAPEUTICS CORP,CAPS,0000887151,78836
crinetics pharmaceuticals,033723,resolved,100.0,CRINETICS PHARMCTCL INC,CRNX,0001658247,17959
equillium,034164,resolved,100.0,EQUILLIUM INC,EQ,0001746466,18195
epizyme,017808,resolved,100.0,EPIZYME INC,EPZM,0001571498,13924
epix pharmaceuticals,064314,resolved,100.0,EPIX PHARMACUETICALS INC,EPIX.1,0001027702,84420
epicept,162732,resolved,100.0,EPICEPT CORP-OLD,EPCT.1,,91078
enzon pharmaceuticals,004409,resolved,100.0,ENZON PHARMACEUTICALS INC,ENZN,0000727510,33137
entera bio,032749,resolved,100.0,ENTERA BIO LTD,ENTX,0001638097,17879
entasis therapeutics,034016,resolved,100.0,ENTASIS THRPTCS HLDNG,ETTX,0001724344,18113
enlivex therapeutics,035008,resolved,100.0,ENLIVEX THERAPEUTICS LTD,ENLV,0001596812,14826
endeavor biomedicines,035245,resolved,100.0,ENDEAVOR GROUP HOLDINGS,EDR,0001766363,20923
enanta pharmaceuticals,016269,resolved,100.0,ENANTA PHARMACEUTICALS INC,ENTA,0001177648,13825
eloxx pharmaceuticals,032858,resolved,100.0,ELOXX PHARMACEUTICALS INC,ELOX,0001035354,89411
eli lilly and,006730,resolved,100.0,LILLY (ELI) & CO,LLY,0000059478,50876
eiger biopharmaceuticals,027046,resolved,100.0,EIGER BIOPHARMACEUTICALS INC,EIGRQ,0001305253,14423
eidos therapeutics a bridgebio,033641,resolved,100.0,EIDOS THERAPEUTICS INC,EIDX.,0001731831,17878
dynavax technologies,141496,resolved,100.0,DYNAVAX TECHNOLOGIES CORP,DVAX,0001029142,90029
